,doc_id,sentence
1363,57,which like two spirits do suggest me still;
1364,57,"the better angel is a man, right fair,"
1365,57,"the worser spirit a woman, colour'd ill,"
1366,57,"to win me soon to hell, my female evil"
1367,57,"tempteth my better angel from my side,"
1368,57,"and would corrupt a saint to be a devil,"
1369,57,"wooing his purity with her fair pride,"
1370,57,and whether that my angel be turn'd fiend
1371,57,"suspect i may, but not directly tell;"
1372,57,"for being both to me, both to each friend,"
1373,57,"i guess one angel in another's hell,"
1374,57,"the truth i shall not know, but live in doubt,"
1375,57,"till my bad angel fire my good one out,"
1376,57,
1377,57,"iii,"
1378,57,
1379,57,"did not the heavenly rhetoric of thine eye,"
1380,57,'gainst whom the world could not hold argu-
1381,57,"ment,"
1382,57,persuade my heart to this false perjury?
1383,57,"vows for thee broke deserve not punishment,"
1384,57,"a woman i forswore; but i will prove,"
1385,57,"thou being a goddess, i forswore not thee,"
1386,57,"my vow was earthly, thou a heavenly love;"
1387,57,"thy grace being gain'd cures all disgrace in me,"
1388,57,"my vow was breath, and breath a vapour is;"
1389,57,"then thou, fair sun, that on this earth dost shine,"
1390,57,"exhale this vapour vow; in thee it is,"
1391,57,"if broken, then it is no fault of mine,"
1392,57,"if by me broke, what fool is not so wise"
1393,57,"to break an oath, to win a paradise?"
1394,57,
1395,57,"iv,"
1396,57,
1397,57,"sweet cytherea, sitting by a brook"
1398,57,"with young adonis, lovely, fresh, and green,"
1399,57,"did court the lad with many a lovely look,"
1400,57,such looks as none could look but beauty's
1401,57,"queen,"
1402,57,she told him stories to delight his ear;
1403,57,she show'd him favours to allure his eye;
1404,57,"to win his heart, she touch'd him here and"
1405,57,"there,—"
1406,57,"touches so soft still conquer chastity,"
1407,57,"but whether unripe years did want conceit,"
1408,57,"or he refused to take her figur'd proffer,"
1409,57,"the tender nibbler would not touch the bait,"
1410,57,"but smile and jest at every gentle offer,"
1411,57,"then fell she on her back, fair queen, and to-"
1412,57,"ward,"
1413,57,"he rose and ran away; ah! fool too fro ward,"
1414,57,
1415,57,"v,"
1416,57,
1417,57,"if love make me forsworn, how shall i swear to"
1418,57,love?
1419,57,"o! never faith could hold, if not to beauty"
1420,57,"vow'd,"
1421,57,"though to myself forsworn, to thee i'll constant"
1422,57,prove;
1423,57,"those thoughts, to me like oaks, to thee like osiers"
1424,57,"bow'd,"
1425,57,"study his bias leaves, and makes his book thine"
1426,57,"eyes,"
1427,57,where all those pleasures live that art can
1428,57,"comprehend,"
1429,57,"if knowledge be the mark, to know thee shall"
1430,57,suffice;
1431,57,well learned is that tongue that well can thee
1432,57,commend;
1433,57,all ignorant that soul that sees thee without
1434,57,wonder;
1435,57,"which is to me some praise, that i thy parts ad-"
1436,57,"mire,"
1437,57,"thine eye jove's lightning seems, thy voice his"
1438,57,"dreadful thunder,"
1439,57,"which, not to anger bent, is music and sweet"
1440,57,"fire,"
1441,57,"celestial as thou art, o! do not love that wrong,"
1442,57,to sing heaven's praise with such an earthly
1443,57,"tongue,"
1444,57,
1445,57,"vi,"
1446,57,
1447,57,"scarce had the sun dried up the dewy morn,"
1448,57,"and scarce the herd gone to the hedge for shade,"
1449,57,"when cytherea, all in love forlorn,"
1450,57,a longing tarriance for adonis made
1451,57,"under an osier growing by the brock,"
1452,57,"a brook where adon us'd to cool his spleen,"
1453,57,hot was the day; she hotter that did look
1454,57,"for his approach, that often there had been,"
1455,57,"anon he comes, and throws his mantle by,"
1456,57,and stood stark naked on the brook's green brim;
1457,57,"the sun look'd on the world with glorious eye,"
1458,57,"yet not so wistly as the queen on him,"
1459,57,"he spying her, bounc'd in, whereas he stood,"
1460,57,"o jove,' quoth she, 'why was i not a flood!'"
1461,57,
1462,57,"vii,"
1463,57,
1464,57,"fair is my love, but not so fair as fickle;"
1465,57,"mild as a dove, but neither true nor trusty;"
1466,57,"brighter than glass, and yet, as glass is, brittle;"
1467,57,"softer than wax, and yet, as iron, rusty,"
1468,57,"a lily pale, with damask dye to grace her,"
1469,57,"none fairer, nor none falser to deface her,"
1470,57,"her lips to mine how often hath she join'd,"
1471,57,between each kiss her oaths of true love swearing!
1472,57,"how many tales to please me hath she coin'd,"
1473,57,"dreading my love, the loss thereof still fearing!"
1474,57,"yet in the midst of all her pure protestings,"
1475,57,"her faith, her oaths, her tears, and all were"
1476,57,"jestings,"
1477,57,"she burn'd with love, as straw with fire flameth;"
1478,57,"she burn'd out love, as soon as straw out-burneth;"
1479,57,"she fram'd the love, and yet she foil'd the"
1480,57,framing;
1481,57,"she bade love last, and yet she fell a-turning,"
1482,57,"was this a lover, or a lecher whether?"
1483,57,"bad in the best, though excellent in neither,"
1484,57,
1485,57,"viii,"
1486,57,
1487,57,"if music and sweet poetry agree,"
1488,57,"as they must needs, the sister and the brother,"
1489,57,"then must the love be great 'twixt thee and me,"
1490,57,"because thou lov'st the one, and i the other,"
1491,57,"dowland to thee is dear, whose heavenly touch"
1492,57,upon the lute doth ravish human sense;
1493,57,"spenser to me, whose deep conceit is such"
1494,57,"as, passing all conceit, needs no defence,"
1495,57,thou lov'st to hear the sweet melodious sound
1496,57,"that phoebus' lute, the queen of music, makes;"
1497,57,and i in deep delight am chiefly drown'd
1498,57,"whenas himself to singing he betakes,"
1499,57,"one god is god of both, as poets feign;"
1500,57,"one knight loves both, and both in thee re-"
1501,57,"main,"
1502,57,
1503,57,"ix,"
1504,57,
1505,57,"fair was the morn when the fair queen of love,"
1506,57,"paler for sorrow than her milk-white dove,"
1507,57,"for adon's sake, a youngster proud and wild;"
1508,57,"her stand she takes upon a steep-up hill,"
1509,57,anon adonis comes with horn and hounds;
1510,57,"she, silly queen, with more than love's good will,"
1511,57,forbade the boy he should not pass those
1512,57,"grounds,"
1513,57,"'once,' quoth she, 'did i see a fair sweet youth"
1514,57,"here in these brakes deep-wounded with a boar,"
1515,57,"deep in the thigh, a spectacle of ruth!"
1516,57,"see, in my thigh,' quoth she, 'here was the sore,"
1517,57,"she showed hers; he saw more wounds than one,"
1518,57,"and blushing fled, and left her all alone,"
1519,57,
1520,57,"x,"
1521,57,
1522,57,"sweet rose, fair flower, untimely pluck'd, soon"
1523,57,"vaded,"
1524,57,"pluck'd in the bud, and vaded in the spring!"
1525,57,"bright orient pearl, alack! too timely shaded;"
1526,57,"fair creature, kill'd too soon by death's sharp"
1527,57,sting!
1528,57,"like a green plum that hangs upon a tree,"
1529,57,"and falls, through wind, before the fall should"
1530,57,"be,"
1531,57,"i weep for thee, and yet no cause i have;"
1532,57,"for why thou left'st me nothing m thy will,"
1533,57,and yet thou left's! me more than i did crave;
1534,57,"for why i craved nothing of thee still,"
1535,57,"o yes, dear friend, i pardon crave of thee,"
1536,57,"thy discontent thou didst bequeath to me,"
1537,57,
1538,57,"xi,"
1539,57,
1540,57,"venus, with young adonis sitting by her"
1541,57,"under a myrtle shade, began to woo him,"
1542,57,"she told the youngling how god mars did try her,"
1543,57,"and as he fell to her, so fell she to him,"
1544,57,"'even thus,' quoth she, 'the war-like god em-"
1545,57,"brac'd me,'"
1546,57,and then she clipp'd adonis in her arms;
1547,57,"'even thus,' quoth she, 'the war-like god un-"
1548,57,"lac'd me,'"
1549,57,"as if the boy should use like loving charms,"
1550,57,"'even thus,' quoth she, 'he seized on my lips,'"
1551,57,and with her lips on his did act the seizure;
1552,57,"and as she fetched breath, away he skips,"
1553,57,and would not take her meaning nor her plea-
1554,57,"sure,"
1555,57,"ah! that i had my lady at this bay,"
1556,57,"to kiss and clip me till i ran away,"
1557,57,
1558,57,"xii,"
1559,57,
1560,57,"crabbed age and youth cannot live together,"
1561,57,"youth is full of pleasure, age is full of care;"
1562,57,"youth like summer morn, age like winter weather;"
1563,57,"youth like summer brave, age like winter bare,"
1564,57,"youth is full of sport, age's breath is short;"
1565,57,"youth is nimble, age is lame;"
1566,57,"youth is hot and bold, age is weak and cold;"
1567,57,"youth is wild, and age is tame,"
1568,57,"age, i do abhor thee, youth, i do adore thee;"
1569,57,"o! my love, my love is young,"
1570,57,"age, i do defy thee, o! sweet shepherd, hie thee,"
1571,57,"for methinks thou stay'st too long,"
1572,57,
1573,57,"xiii,"
1574,57,
1575,57,beauty is but a vain and doubtful good;
1576,57,a shining gloss that vadeth suddenly;
1577,57,a flower that dies when first it 'gins to bud;
1578,57,"a brittle glass that's broken presently,"
1579,57,"a doubtful good, a gloss, a glass, a flower,"
1580,57,"lost, vaded, broken, dead within an hour,"
1581,57,"and as goods lost are seld or never found,"
1582,57,"as vaded gloss no rubbing will refresh,"
1583,57,"as flowers dead lie withered on the ground,"
1584,57,"as broken glass no cement can redress,"
1585,57,"so beauty blemish'd once's for ever lost,"
1586,57,"in spite of physic, painting, pain, and cost,"
1587,57,
1588,57,"xiv,"
1589,57,
1590,57,"good night, good rest, ah! neither be my share,"
1591,57,she bade good night that kept my rest away;
1592,57,"and daff'd me to a cabin hang'd with care,"
1593,57,"to descant on the doubts of my decay,"
1594,57,"'farewell,' quoth she, 'and come again to-"
1595,57,"morrow,'"
1596,57,"fare well i could not, for i supp'd with sorrow,"
1597,57,"yet at my parting sweetly did she smile,"
1598,57,"in scorn of friendship, nill i construe whether,"
1599,57,"'t may be, she joy'd to jest at my exile,"
1600,57,"'t may be, again to make me wander thither,"
1601,57,"'wander,' a word for shadows like myself,"
1602,57,"as take the pain, but cannot pluck the pelf,"
1603,57,lord! how mine eyes throw gazes to the east;
1604,57,my heart doth charge the watch; the morning rise
1605,57,"doth cite each moving sense from idle rest,"
1606,57,"not daring trust the office of mine eyes,"
1607,57,"while philomela sits and sings, i sit and mark,"
1608,57,and wish her lays were tuned like the lark;
1609,57,"for she doth welcome daylight with her ditty,"
1610,57,"and drives away dark dismal-dreaming night,"
1611,57,"the night so pack'd, i post unto my pretty;"
1612,57,"heart hath his hope, and eyes their wished sight;"
1613,57,"sorrow chang'd to solace, solace mix'd with"
1614,57,sorrow;
1615,57,"for why, she sigh'd and bade me come to-"
1616,57,"morrow,"
1617,57,"were i with her, the night would post too soon;"
1618,57,but now are minutes added to the hours;
1619,57,"to spite me now, each minute seems a moon;"
1620,57,"yet not for me, shine sun to succour flowers!"
1621,57,"pack night, peep day; good day, of night now"
1622,57,"borrow,"
1623,57,"short, night, to-night, and length thyself to-"
1624,57,"morrow,"
1625,58,let the bird of loudest lay
1626,58,    on the sole arabian tree
1627,58,"    herald sad and trumpet be,"
1628,58,"    to whose sound chaste wings obey,"
1629,58,
1630,58,"    but thou shrieking harbinger,"
1631,58,"    foul precurrer of the fiend,"
1632,58,"    augur of the fever's end,"
1633,58,"    to this troop come thou not near,"
1634,58,
1635,58,    from this session interdict
1636,58,"   every fowl of tyrant wing,"
1637,58,"   save the eagle, feather'd king;"
1638,58,"   keep the obsequy so strict,"
1639,58,
1640,58,"   let the priest in surplice white,"
1641,58,"   that defunctive music can,"
1642,58,"   be the death-divining swan,"
1643,58,"   lest the requiem lack his right,"
1644,58,
1645,58,"   and thou treble-dated crow,"
1646,58,   that thy sable gender mak'st
1647,58,"   with the breath thou giv'st and tak'st,"
1648,58,"   'mongst our mourners shalt thou go,"
1649,58,
1650,58,"   here the anthem doth commence,"
1651,58,   love and constancy is dead;
1652,58,   phoenix and the turtle fled
1653,58,"   in a mutual flame from hence,"
1654,58,
1655,58,"   so they lov'd, as love in twain"
1656,58,   had the essence but in one;
1657,58,"   two distincts, division none,"
1658,58,"   number there in love was slain,"
1659,58,
1660,58,"   hearts remote, yet not asunder;"
1661,58,   distance and no space was seen
1662,58,"   'twixt this turtle and his queen,"
1663,58,"   but in them it were a wonder,"
1664,58,
1665,58,   so between them love did shine
1666,58,   that the turtle saw his right
1667,58,"   flaming in the phoenix' sight,"
1668,58,"   either was the other's mine,"
1669,58,
1670,58,   property was thus appalled
1671,58,   that the self was not the same;
1672,58,   single nature's double name
1673,58,"   neither two nor one was called,"
1674,58,
1675,58,"   reason, in itself confounded,"
1676,58,"   saw division grow together,"
1677,58,"   to themselves yet either neither,"
1678,58,   simple were so well compounded;
1679,58,
1680,58,"   that it cried, how true a twain"
1681,58,   seemeth this concordant one!
1682,58,"   love has reason, reason none,"
1683,58,"   if what parts can so remain,"
1684,58,
1685,58,   whereupon it made this threne
1686,58,"   to the phoenix and the dove,"
1687,58,"   co-supremes and stars of love,"
1688,58,"   as chorus to their tragic scene,"
1689,58,
1690,58,threnos
1691,58,
1692,58,"   beauty, truth, and rarity,"
1693,58,"   grace in all simplicity,"
1694,58,"   here enclos'd, in cinders lie,"
1695,58,
1696,58,"   death is now the phoenix' nest,"
1697,58,   and the turtle's loyal breast
1698,58,"   to eternity doth rest,"
1699,58,
1700,58,"   leaving no posterity,"
1701,58,"    'twas not their infirmity,"
1702,58,"   it was married chastity,"
1703,58,
1704,58,   truth may seem but cannot be;
1705,58,   beauty brag but 'tis not she;
1706,58,"   truth and beauty buried be,"
1707,58,
1708,58,   to this urn let those repair
1709,58,   that are either true or fair;
1710,58,"   for these dead birds sigh a prayer,"
1711,59,"the quality of mercy is not strain'd,"
1712,59,it droppeth as the gentle rain from heaven
1713,59,"upon the place beneath, it is twice blest,"
1714,59,"it blesseth him that gives, and him that takes,"
1715,59,'tis mightiest in the mightiest; it becomes
1716,59,"the throned monarch better than his crown,"
1717,59,"his scepter shows the force of temporal power,"
1718,59,"the attribute to awe and majesty,"
1719,59,wherein doth sit the dread and fear of kings;
1720,59,but mercy is above this sceptered sway;
1721,59,it is enthroned in the heart of kings;
1722,59,it is an attribute to god himself;
1723,59,and earthly power doth then show likest god's
1724,59,"when mercy seasons justice,"
1725,60,to the
1726,60,"right honorable henry wriothesly,"
1727,60,"earl of southampton, and baron of tichfield,"
1728,60,
1729,60,"the love i dedicate to your lordship is without end; whereof this pamphlet,"
1730,60,"without beginning, is but a superfluous moiety, the warrant i have of your"
1731,60,"honourable disposition, not the worth of my untutored lines, makes it"
1732,60,"assured of acceptance, what i have done is yours; what i have to do is"
1733,60,"yours; being part in all i have, devoted yours, were my worth greater, my"
1734,60,"duty would show greater; meantime, as it is, it is bound to your lordship,"
1735,60,"to whom i wish long life, still lengthened with all happiness,"
1736,60,
1737,60,"your lordship's in all duty,"
1738,60,
1739,60,the argument
1740,60,
1741,60,"lucius tarquinius, for his excessive pride surnamed superbus, after he had"
1742,60,"caused his own father-in-law servius tullius to be cruelly murdered, and,"
1743,60,"contrary to the roman laws and customs, not requiring or staying for the"
1744,60,"people's suffrages, had possessed himself of the kingdom, went, accompanied"
1745,60,"with his sons and other noblemen of rome, to besiege ardea, during which"
1746,60,siege the principal men of the army meeting one evening at the tent of
1747,60,"sextus tarquinius, the king's son, in their discourses after supper every"
1748,60,"one commended the virtues of his own wife, among whom collatinus extolled"
1749,60,"the incomparable chastity of his wife lucretia, in that pleasant humour"
1750,60,"they posted to rome; and intending, by their secret and sudden arrival, to"
1751,60,"make trial of that which every one had before avouched, only collatinus"
1752,60,"finds his wife, though it were late in the night, spinning amongst her"
1753,60,"maids, the other ladies were all found dancing and revelling, or in several"
1754,60,"disports, whereupon the noblemen yielded collatinus the victory, and his"
1755,60,"wife the fame, at that time sextus tarquinius being inflamed with lucrece'"
1756,60,"beauty, yet smothering his passions for the present, departed with the rest"
1757,60,"back to the camp; from whence he shortly after privily withdrew himself,"
1758,60,"and was, according to his estate, royally entertained and lodged by lucrece"
1759,60,"at collatium, the same night he treacherously stealeth into her chamber,"
1760,60,"violently ravished her, and early in the morning speedeth away, lucrece, in"
1761,60,"this lamentable plight, hastily dispatcheth messengers, one to rome for her"
1762,60,"father, another to the camp for collatine, they came, the one accompanied"
1763,60,"with junius brutus, the other with publius valerius; and finding lucrece"
1764,60,"attired in mourning habit, demanded the cause of her sorrow, she, first"
1765,60,"taking an oath of them for her revenge, revealed the actor, and whole"
1766,60,"manner of his dealing, and withal suddenly stabbed herself, which done,"
1767,60,with one consent they all vowed to root out the whole hated family of the
1768,60,"tarquins; and bearing the dead body to rome, brutus acquainted the people"
1769,60,"with the doer and manner of the vile deed, with a bitter invective against"
1770,60,"the tyranny of the king, wherewith the people were so moved, that with one"
1771,60,"consent and a general acclamation the tarquins were all exiled, and the"
1772,60,"state government changed from kings to consuls,"
1773,60,
1774,60,"    from the besieged ardea all in post,"
1775,60,"    borne by the trustless wings of false desire,"
1776,60,"    lust-breathed tarquin leaves the roman host,"
1777,60,    and to collatium bears the lightless fire
1778,60,"    which, in pale embers hid, lurks to aspire"
1779,60,    and girdle with embracing flames the waist
1780,60,"    of collatine's fair love, lucrece the chaste,"
1781,60,
1782,60,    haply that name of 'chaste' unhappily set
1783,60,    this bateless edge on his keen appetite;
1784,60,    when collatine unwisely did not let
1785,60,    to praise the clear unmatched red and white
1786,60,"    which triumph'd in that sky of his delight,"
1787,60,"    where mortal stars, as bright as heaven's beauties,"
1788,60,"    with pure aspects did him peculiar duties,"
1789,60,
1790,60,"    for he the night before, in tarquin's tent,"
1791,60,    unlock'd the treasure of his happy state;
1792,60,    what priceless wealth the heavens had him lent
1793,60,    in the possession of his beauteous mate;
1794,60,"    reckoning his fortune at such high-proud rate,"
1795,60,"    that kings might be espoused to more fame,"
1796,60,"    but king nor peer to such a peerless dame,"
1797,60,
1798,60,    o happiness enjoy'd but of a few!
1799,60,"    and, if possess'd, as soon decay'd and done"
1800,60,    as is the morning's silver-melting dew
1801,60,    against the golden splendor of the sun!
1802,60,"    an expired date, cancell'd ere well begun,"
1803,60,"    honour and beauty, in the owner's arms,"
1804,60,"    are weakly fortress'd from a world of harms,"
1805,60,
1806,60,    beauty itself doth of itself persuade
1807,60,    the eyes of men without an orator;
1808,60,"    what needeth then apologies be made,"
1809,60,    to set forth that which is so singular?
1810,60,    or why is collatine the publisher
1811,60,    of that rich jewel he should keep unknown
1812,60,"    from thievish ears, because it is his own?"
1813,60,
1814,60,    perchance his boast of lucrece' sovereignty
1815,60,    suggested this proud issue of a king;
1816,60,"    for by our ears our hearts oft tainted be,"
1817,60,"    perchance that envy of so rich a thing,"
1818,60,"    braving compare, disdainfully did sting"
1819,60,"    his high-pitch'd thoughts, that meaner men should vaunt"
1820,60,"    that golden hap which their superiors want,"
1821,60,
1822,60,    but some untimely thought did instigate
1823,60,"    his all-too-timeless speed, if none of those,"
1824,60,"    his honour, his affairs, his friends, his state,"
1825,60,"    neglected all, with swift intent he goes"
1826,60,"    to quench the coal which in his liver glows,"
1827,60,"    o rash false heat, wrapp'd in repentant cold,"
1828,60,"    thy hasty spring still blasts, and ne'er grows old!"
1829,60,
1830,60,"    when at collatium this false lord arrived,"
1831,60,"    well was he welcomed by the roman dame,"
1832,60,    within whose face beauty and virtue strived
1833,60,"    which of them both should underprop her fame,"
1834,60,"    when virtue bragg'd, beauty would blush for shame;"
1835,60,"    when beauty boasted blushes, in despite"
1836,60,"    virtue would stain that o'er with silver white,"
1837,60,
1838,60,"    but beauty, in that white intituled,"
1839,60,"    from venus' doves doth challenge that fair field,"
1840,60,"    then virtue claims from beauty beauty's red,"
1841,60,    which virtue gave the golden age to gild
1842,60,"    their silver cheeks, and call'd it then their shield;"
1843,60,"    teaching them thus to use it in the fight,"
1844,60,"    when shame assail'd, the red should fence the white,"
1845,60,
1846,60,"    this heraldry in lucrece' face was seen,"
1847,60,    argued by beauty's red and virtue's white
1848,60,"    of either's colour was the other queen,"
1849,60,"    proving from world's minority their right,"
1850,60,    yet their ambition makes them still to fight;
1851,60,"    the sovereignty of either being so great,"
1852,60,"    that oft they interchange each other's seat,"
1853,60,
1854,60,"    their silent war of lilies and of roses,"
1855,60,"    which tarquin view'd in her fair face's field,"
1856,60,    in their pure ranks his traitor eye encloses;
1857,60,"    where, lest between them both it should be kill'd,"
1858,60,    the coward captive vanquished doth yield
1859,60,"    to those two armies that would let him go,"
1860,60,"    rather than triumph in so false a foe,"
1861,60,
1862,60,"    now thinks he that her husband's shallow tongue,--"
1863,60,"    the niggard prodigal that praised her so,--"
1864,60,"    in that high task hath done her beauty wrong,"
1865,60,"    which far exceeds his barren skill to show,"
1866,60,    therefore that praise which collatine doth owe
1867,60,"    enchanted tarquin answers with surmise,"
1868,60,"    in silent wonder of still-gazing eyes,"
1869,60,
1870,60,"    this earthly saint, adored by this devil,"
1871,60,    little suspecteth the false worshipper;
1872,60,    for unstain'd thoughts do seldom dream on evil;
1873,60,"    birds never limed no secret bushes fear,"
1874,60,    so guiltless she securely gives good cheer
1875,60,"    and reverend welcome to her princely guest,"
1876,60,"    whose inward ill no outward harm express'd,"
1877,60,
1878,60,"    for that he colour'd with his high estate,"
1879,60,    hiding base sin in plaits of majesty;
1880,60,"    that nothing in him seem'd inordinate,"
1881,60,"    save something too much wonder of his eye,"
1882,60,"    which, having all, all could not satisfy;"
1883,60,"    but, poorly rich, so wanteth in his store,"
1884,60,"    that, cloy'd with much, he pineth still for more,"
1885,60,
1886,60,"    but she, that never coped with stranger eyes,"
1887,60,"    could pick no meaning from their parling looks,"
1888,60,    nor read the subtle-shining secrecies
1889,60,"    writ in the glassy margents of such books,"
1890,60,"    she touch'd no unknown baits, nor fear'd no hooks;"
1891,60,"    nor could she moralize his wanton sight,"
1892,60,"    more than his eyes were open'd to the light,"
1893,60,
1894,60,"    he stories to her ears her husband's fame,"
1895,60,    won in the fields of fruitful italy;
1896,60,"    and decks with praises collatine's high name,"
1897,60,    made glorious by his manly chivalry
1898,60,"    with bruised arms and wreaths of victory,"
1899,60,"    her joy with heaved-up hand she doth express,"
1900,60,"    and, wordless, so greets heaven for his success,"
1901,60,
1902,60,"    far from the purpose of his coming hither,"
1903,60,"    he makes excuses for his being there,"
1904,60,    no cloudy show of stormy blustering weather
1905,60,    doth yet in his fair welkin once appear;
1906,60,"    till sable night, mother of dread and fear,"
1907,60,"    upon the world dim darkness doth display,"
1908,60,"    and in her vaulty prison stows the day,"
1909,60,
1910,60,"    for then is tarquin brought unto his bed,"
1911,60,    intending weariness with heavy spright;
1912,60,"    for, after supper, long he questioned"
1913,60,"    with modest lucrece, and wore out the night,"
1914,60,    now leaden slumber with life's strength doth fight;
1915,60,"    and every one to rest themselves betake,"
1916,60,"    save thieves, and cares, and troubled minds, that wake,"
1917,60,
1918,60,    as one of which doth tarquin lie revolving
1919,60,    the sundry dangers of his will's obtaining;
1920,60,"    yet ever to obtain his will resolving,"
1921,60,"    though weak-built hopes persuade him to abstaining,"
1922,60,    despair to gain doth traffic oft for gaining;
1923,60,"    and when great treasure is the meed proposed,"
1924,60,"    though death be adjunct, there's no death supposed,"
1925,60,
1926,60,"    those that much covet are with gain so fond,"
1927,60,"    for what they have not, that which they possess"
1928,60,"    they scatter and unloose it from their bond,"
1929,60,"    and so, by hoping more, they have but less;"
1930,60,"    or, gaining more, the profit of excess"
1931,60,"    is but to surfeit, and such griefs sustain,"
1932,60,"    that they prove bankrupt in this poor-rich gain,"
1933,60,
1934,60,    the aim of all is but to nurse the life
1935,60,"    with honour, wealth, and ease, in waning age;"
1936,60,"    and in this aim there is such thwarting strife,"
1937,60,"    that one for all, or all for one we gage;"
1938,60,    as life for honour in fell battle's rage;
1939,60,    honour for wealth; and oft that wealth doth cost
1940,60,"    the death of all, and all together lost,"
1941,60,
1942,60,    so that in venturing ill we leave to be
1943,60,    the things we are for that which we expect;
1944,60,"    and this ambitious foul infirmity,"
1945,60,"    in having much, torments us with defect"
1946,60,"    of that we have, so then we do neglect"
1947,60,"    the thing we have; and, all for want of wit,"
1948,60,"    make something nothing by augmenting it,"
1949,60,
1950,60,"    such hazard now must doting tarquin make,"
1951,60,    pawning his honour to obtain his lust;
1952,60,"    and for himself himself be must forsake,"
1953,60,"    then where is truth, if there be no self-trust?"
1954,60,"    when shall he think to find a stranger just,"
1955,60,"    when he himself himself confounds, betrays"
1956,60,    to slanderous tongues and wretched hateful days?
1957,60,
1958,60,"    now stole upon the time the dead of night,"
1959,60,"    when heavy sleep had closed up mortal eyes,"
1960,60,"    no comfortable star did lend his light,"
1961,60,    no noise but owls' and wolves' death-boding cries;
1962,60,    now serves the season that they may surprise
1963,60,"    the silly lambs, pure thoughts are dead and still,"
1964,60,"    while lust and murder wake to stain and kill,"
1965,60,
1966,60,"    and now this lustful lord leap'd from his bed,"
1967,60,    throwing his mantle rudely o'er his arm;
1968,60,    is madly toss'd between desire and dread;
1969,60,"    th' one sweetly flatters, th' other feareth harm;"
1970,60,"    but honest fear, bewitch'd with lust's foul charm,"
1971,60,"    doth too too oft betake him to retire,"
1972,60,"    beaten away by brain-sick rude desire,"
1973,60,
1974,60,"    his falchion on a flint he softly smiteth,"
1975,60,    that from the cold stone sparks of fire do fly;
1976,60,"    whereat a waxen torch forthwith he lighteth,"
1977,60,    which must be lode-star to his lustful eye;
1978,60,"    and to the flame thus speaks advisedly,"
1979,60,"    'as from this cold flint i enforced this fire,"
1980,60,"    so lucrece must i force to my desire,'"
1981,60,
1982,60,    here pale with fear he doth premeditate
1983,60,"    the dangers of his loathsome enterprise,"
1984,60,    and in his inward mind he doth debate
1985,60,"    what following sorrow may on this arise,"
1986,60,"    then looking scornfully, he doth despise"
1987,60,"    his naked armour of still-slaughter'd lust,"
1988,60,"    and justly thus controls his thoughts unjust,"
1989,60,
1990,60,"    'fair torch, burn out thy light, and lend it not"
1991,60,"    to darken her whose light excelleth thine,"
1992,60,"    and die, unhallow'd thoughts, before you blot"
1993,60,    with your uncleanness that which is divine;
1994,60,"    offer pure incense to so pure a shrine,"
1995,60,    let fair humanity abhor the deed
1996,60,"    that spots and stains love's modest snow-white weed,"
1997,60,
1998,60,    'o shame to knighthood and to shining arms!
1999,60,    o foul dishonour to my household's grave!
2000,60,"    o impious act, including all foul harms!"
2001,60,    a martial man to be soft fancy's slave!
2002,60,    true valour still a true respect should have;
2003,60,"    then my digression is so vile, so base,"
2004,60,"    that it will live engraven in my face,"
2005,60,
2006,60,"    'yea, though i die, the scandal will survive,"
2007,60,    and be an eye-sore in my golden coat;
2008,60,"    some loathsome dash the herald will contrive,"
2009,60,    to cipher me how fondly i did dote;
2010,60,"    that my posterity, shamed with the note"
2011,60,"    shall curse my bones, and hold it for no sin"
2012,60,"    to wish that i their father had not bin,"
2013,60,
2014,60,"    'what win i, if i gain the thing i seek?"
2015,60,"    a dream, a breath, a froth of fleeting joy,"
2016,60,    who buys a minute's mirth to wail a week?
2017,60,    or sells eternity to get a toy?
2018,60,    for one sweet grape who will the vine destroy?
2019,60,"    or what fond beggar, but to touch the crown,"
2020,60,    would with the sceptre straight be strucken down?
2021,60,
2022,60,"    'if collatinus dream of my intent,"
2023,60,"    will he not wake, and in a desperate rage"
2024,60,"    post hither, this vile purpose to prevent?"
2025,60,"    this siege that hath engirt his marriage,"
2026,60,"    this blur to youth, this sorrow to the sage,"
2027,60,"    this dying virtue, this surviving shame,"
2028,60,    whose crime will bear an ever-during blame?
2029,60,
2030,60,"    'o, what excuse can my invention make,"
2031,60,    when thou shalt charge me with so black a deed?
2032,60,"    will not my tongue be mute, my frail joints shake,"
2033,60,"    mine eyes forego their light, my false heart bleed?"
2034,60,"    the guilt being great, the fear doth still exceed;"
2035,60,"    and extreme fear can neither fight nor fly,"
2036,60,"    but coward-like with trembling terror die,"
2037,60,
2038,60,"    'had collatinus kill'd my son or sire,"
2039,60,"    or lain in ambush to betray my life,"
2040,60,"    or were he not my dear friend, this desire"
2041,60,"    might have excuse to work upon his wife,"
2042,60,"    as in revenge or quittal of such strife,"
2043,60,"    but as he is my kinsman, my dear friend,"
2044,60,"    the shame and fault finds no excuse nor end,"
2045,60,
2046,60,"    'shameful it is; ay, if the fact be known,"
2047,60,"    hateful it is; there is no hate in loving,"
2048,60,"    i'll beg her love; but she is own,"
2049,60,"    the worst is but denial and reproving,"
2050,60,"    my will is strong, past reason's weak removing,"
2051,60,    who fears a sentence or an old man's saw
2052,60,"    shall by a painted cloth be kept in awe,'"
2053,60,
